,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,currency,regularMarketChangePercent,regularMarketPrice,gmtOffSetMilliseconds,esgPopulated,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,tradeable,cryptoTradeable,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,market,price,ipoExpectedDate,trailingPE,displayName,prevName,nameChangeDate,newListingDate,underlyingSymbol,openInterest
ACAB,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.097089596,10.31,-18000000,False,,,0.0,0.0,,,,,30000000.0,-0.284,10.22748,0.082520485,0.008068507,10.05995,0.25005054,0.024856042,386625024.0,,-36.30282,15,0,,False,False,1646836200000.0,2,,,,,0.010000229,1676663253,10.31,10.295 - 10.31,10.295,339645,10.3,10.3,16.48,30,9.0,NasdaqGM,USD,10.3,47293,44020,0.44000053,0.044579588,9.87 - 10.31,0.0,0.0,9.87,10.31,,,NGM,Atlantic Coastal Acquisition Co,Atlantic Coastal Acquisition Corp. II,finmb_1760302118,America/New_York,EST,us_market,10.31,2022-03-07,,,,,,,
ACAC,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.28818187,10.44,-18000000,False,,,0.0,0.0,,,,,8625000.0,-0.158,10.2904,0.14960003,0.014537825,10.134815,0.30518436,0.030112475,112555720.0,,-66.07594,15,0,,False,False,1659965400000.0,2,,,,,0.029999733,1676644200,10.44,10.4 - 10.44,10.4,1189,10.41,10.4,10.44,8,31.0,NasdaqGM,USD,10.44,55575,25900,0.4699993,0.047141355,9.97 - 10.7,-0.26000023,-0.024299087,9.97,10.7,,,NGM,Acri Capital Acquisition Corpor,Acri Capital Acquisition Corporation,finmb_1774191321,America/New_York,EST,us_market,10.44,,,Acri Capital,,,,,
ACAD,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,3.5275347,19.37,-18000000,False,1677531600.0,1677531600.0,0.0,0.0,-1.334,-0.89,-1.31,-14.786261,161931008.0,2.63,17.4802,1.889801,0.10811095,16.48155,2.8884506,0.17525357,3136603648.0,-21.764046,7.365019,15,0,2.6 - Hold,False,False,1085664600000.0,2,-3.35571,1676680827.0,18.72,-0.650002,0.66000175,1676667605,19.39,18.535 - 19.39,18.535,894452,18.71,18.72,20.0,13,11.0,NasdaqGS,USD,18.78,1129073,1168620,7.130001,0.58251643,12.24 - 28.06,-8.689999,-0.3096935,12.24,28.06,,1677531600.0,NMS,ACADIA Pharmaceuticals Inc.,ACADIA Pharmaceuticals Inc.,finmb_683713,America/New_York,EST,us_market,19.37,,,ACADIA Pharmaceuticals,,,,,
ACAH,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.09881649,10.13,-18000000,False,,,0.0,0.0,0.06,,,,34500000.0,-0.539,10.04582,0.08417988,0.008379593,9.88287,0.2471304,0.025005935,436856256.0,,-18.794064,15,0,,False,False,1619616600000.0,2,,,,,0.010000229,1676665253,10.13,10.12 - 10.13,10.12,210577,10.12,10.12,10.14,361,9.0,NasdaqCM,USD,10.13,209632,209810,0.42000008,0.043254383,9.71 - 10.14,-0.010000229,-0.0009862158,9.71,10.14,,,NCM,Atlantic Coastal Acquisition Co,Atlantic Coastal Acquisition Corp.,finmb_700683543,America/New_York,EST,us_market,10.13,2021-04-26,168.83334,Atlantic Coastal,,,,,
ACAX,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.09822471,10.19,-18000000,False,,,0.0,0.0,,,,,9098750.0,-0.181,10.09006,0.09993935,0.009904732,9.944565,0.24543476,0.024680292,114688448.0,,-56.298344,15,0,,False,False,1648128600000.0,2,,,,,0.009999275,1676667327,10.19,10.18 - 10.19,10.18,13559,10.18,10.19,16.3,13,12.0,NasdaqGM,USD,10.19,29013,15640,0.3899994,0.039795857,9.8 - 10.4,-0.21000004,-0.020192312,9.8,10.4,,,NGM,Alset Capital Acquisition Corp.,Alset Capital Acquisition Corp.,finmb_1764230983,America/New_York,EST,us_market,10.19,,,Alset Capital,,,,,
ACBA,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.0009280427,10.7901,-18000000,False,,,0.0,0.0,-0.208,,,,6054000.0,-0.643,10.71786,0.072239876,0.00674014,10.4721,0.31799984,0.030366385,65323264.0,,-16.78087,15,0,,False,False,1622035800000.0,2,,,,,0.0001001358,1676667555,10.7901,10.7901 - 10.7901,10.7901,103,10.79,10.79,10.8,8,9.0,NasdaqCM,USD,10.7901,12849,9580,0.6900997,0.068326704,10.1 - 11.77,-0.97990036,-0.08325406,10.1,11.77,,,NCM,Ace Global Business Acquisition,Ace Global Business Acquisition Limited,finmb_703759456,America/New_York,EST,us_market,10.7901,2021-05-21,,Ace Global Business,,,,,
ACCD,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-0.50505406,11.82,-18000000,False,1682506740.0,1682942400.0,0.0,0.0,-1.929,-2.01,-6.5,-1.8184615,72786704.0,6.713,9.6923,2.1276999,0.21952477,9.477,2.3429995,0.24723007,860338816.0,-5.880597,1.7607627,15,0,2.3 - Buy,False,False,1593610200000.0,2,1.35364,1676670989.0,11.98,0.16,-0.06000042,1676667604,12.09,11.61 - 12.09,11.61,722249,11.88,8.68,18.81,8,14.0,NasdaqGS,USD,11.89,713406,695760,7.2099996,1.5639912,4.61 - 19.39,-7.5699997,-0.3904074,4.61,19.39,,1673299800.0,NMS,"Accolade, Inc.","Accolade, Inc.",finmb_84942090,America/New_York,EST,us_market,11.82,2020-07-02,,Accolade,,,,,
ACDC,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.23507825,21.22,-18000000,False,1668182400.0,1668182400.0,0.0,0.0,0.22,5.74,2.98,7.1208053,53958900.0,-21.023,22.418,-1.198,-0.0534392,20.321814,0.89818573,0.04419811,1145007872.0,3.6968641,-1.0093706,15,0,2.0 - Buy,False,False,1652448600000.0,2,-3.2045166,1676680945.0,20.54,-0.6799984,-0.050001144,1676667605,21.64,20.601 - 21.64,20.601,423972,21.27,20.5,23.1,9,13.0,NasdaqGS,USD,21.09,405327,342090,8.039999,0.6100151,13.18 - 27.0,-5.7800007,-0.2140741,13.18,27.0,,1668182400.0,NMS,ProFrac Holding Corp.,ProFrac Holding Corp.,finmb_573605615,America/New_York,EST,us_market,21.22,,96.454544,ProFrac Holding,,,,,
ACER,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,4.05405,2.31,-18000000,False,1677622680.0,1678141080.0,0.0,0.0,-1.393,-0.61,-1.48,-1.5608108,21068600.0,-0.746,2.5878,-0.27780008,-0.1073499,1.7925,0.5174999,0.28870288,48668464.0,-3.786885,-3.0965147,15,0,2.0 - Buy,False,False,1081949400000.0,4,,,,,0.089999914,1676667605,2.35,2.205 - 2.35,2.205,151162,2.22,2.28,2.36,8,10.0,NasdaqCM,USD,2.27,664914,162760,1.1999999,1.081081,1.11 - 4.56,-2.25,-0.49342105,1.11,4.56,1505952000.0,1668463680.0,NCM,Acer Therapeutics Inc.,Acer Therapeutics Inc.,finmb_254831560,America/New_York,EST,us_market,2.31,,,Acer Therapeutics,,,,,
ACET,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,6.9708457,8.44,-18000000,False,1678737600.0,1679083200.0,0.0,0.0,-1.049,-1.99,-1.26,-6.6984124,42851300.0,7.424,9.2407,-0.8007002,-0.0866493,13.825575,-5.3855753,-0.38953716,361664960.0,-4.2412057,1.1368535,15,0,1.5 - Strong Buy,False,False,1516977000000.0,2,-2.4881523,1676670192.0,8.23,-0.21000004,0.5499997,1676667604,8.48,7.77 - 8.48,7.77,975728,7.89,7.9,8.43,8,8.0,NasdaqGM,USD,7.92,741363,455040,1.0299997,0.13900131,7.41 - 21.87,-13.430001,-0.61408323,7.41,21.87,1600214400.0,1667941800.0,NGM,"Adicet Bio, Inc.","Adicet Bio, Inc.",finmb_310073311,America/New_York,EST,us_market,8.44,,,Adicet Bio,,,,,
ACGL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,1.0581208,67.81,-18000000,False,1682452800.0,1682971200.0,0.0,0.0,3.75,6.57,5.85,11.591453,370345984.0,32.802,63.1288,4.681198,0.07415313,51.71595,16.094048,0.31120086,25113159680.0,10.3211565,2.067252,15,0,1.8 - Buy,False,False,811085400000.0,2,0.427667,1676673781.0,68.1,0.290001,0.7099991,1676667604,68.275,66.6 - 68.275,66.6,3030155,67.1,66.46,68.67,8,8.0,NasdaqGS,USD,66.89,1831237,2461990,26.759998,0.6518879,41.05 - 68.28,-0.47000122,-0.006883439,41.05,68.28,,1676390400.0,NMS,Arch Capital Group Ltd.,Arch Capital Group Ltd.,finmb_346919,America/New_York,EST,us_market,67.81,,18.082666,Arch Capital,,,,,
ACGN,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,0.0,4.91,-18000000,False,1680120900.0,1680552900.0,0.0,0.0,,,-5.95,-0.8252101,8461060.0,5.982,5.923,-1.013,-0.1710282,7.11455,-2.2045503,-0.30986503,41543804.0,,0.8207957,15,0,2.0 - Buy,False,False,822580200000.0,4,3.86966,1676681928.0,5.1,0.19,0.0,1676667570,5.0,4.75 - 5.0,4.75,7128,4.91,4.82,5.1,10,9.0,NasdaqCM,USD,4.8325,40838,16300,1.1699998,0.31283417,3.74 - 16.0,-11.09,-0.693125,3.74,16.0,1532908800.0,1668459902.0,NCM,"Aceragen, Inc.","Aceragen, Inc.",finmb_29643,America/New_York,EST,us_market,4.91,,,Aceragen,"Idera Pharmaceuticals, Inc.",2023-02-17,,,
ACHC,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.37925765,82.05,-18000000,False,1677531600.0,1677531600.0,0.0,0.0,3.11,3.31,3.11,26.382639,90976704.0,30.528,82.8256,-0.7755966,-0.009364214,79.0301,3.019905,0.038212087,7464638976.0,24.78852,2.6876967,15,0,1.9 - Buy,False,False,762791400000.0,2,-0.9750189,1676667976.0,81.25,-0.80000305,0.3100052,1676667605,82.73,81.29 - 82.73,81.29,285569,81.74,32.89,85.81,8,8.0,NasdaqGS,USD,81.49,545957,448210,31.580002,0.6257183,50.47 - 89.85,-7.7999954,-0.086811304,50.47,89.85,,1677531600.0,NMS,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc.",finmb_26259736,America/New_York,EST,us_market,82.05,,26.382639,Acadia Healthcare Company,,,,,
ACHL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,2.6548648,1.16,-18000000,False,1677504600.0,1677850200.0,0.0,0.0,6.35,-1.57,-1.6,-0.72499996,40938800.0,4.949,1.10914,0.050859928,0.04585528,2.110085,-0.95008504,-0.45025912,47489008.0,-0.73885345,0.23439078,15,0,1.8 - Buy,False,False,1617197400000.0,4,1.72414,1676678056.0,1.18,0.02,0.029999971,1676667594,1.17,1.12 - 1.17,1.12,84786,1.13,1.12,1.19,11,12.0,NasdaqGS,USD,1.16,453511,169100,0.40999997,0.5466666,0.75 - 3.597,-2.4369998,-0.677509,0.75,3.597,,1667908805.0,NMS,Achilles Therapeutics plc,Achilles Therapeutics plc,finmb_408338329,America/New_York,EST,us_market,1.16,2021-03-31,0.18267716,Achilles Therapeutics,,,,,
ACHV,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,1.848436,5.51,-18000000,False,1678282200.0,1678714200.0,0.0,0.0,-3.656,-2.22,-3.9,-1.4128206,17897000.0,0.108,3.846,1.6640003,0.4326574,4.357,1.1530004,0.26463172,98612472.0,-2.481982,51.01852,15,0,1.7 - Buy,False,False,813504600000.0,2,3.3938255,1676673969.0,5.697,0.1869998,0.10000038,1676667604,5.57,5.215 - 5.57,5.215,72611,5.41,5.15,5.72,11,8.0,NasdaqCM,USD,5.45,102880,113410,3.5100002,1.7550001,2.0 - 8.13,-2.62,-0.3222632,2.0,8.13,1596153600.0,1668461400.0,NCM,"Achieve Life Sciences, Inc.","Achieve Life Sciences, Inc.",finmb_415241078,America/New_York,EST,us_market,5.51,,,Achieve Life Sciences,,,,,
ACIU,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,2.5974002,2.37,-18000000,False,1679315400.0,1679661000.0,0.0,0.0,-0.999,-0.87,-0.92,-2.5760868,83413504.0,2.274,2.2082,0.16179991,0.07327231,2.8402,-0.47020006,-0.16555175,197690000.0,-2.7241378,1.0422163,15,0,1.3 - Strong Buy,False,False,1474637400000.0,4,-5.06329,1676680221.0,2.25,-0.12,0.059999943,1676667605,2.4,2.28 - 2.4,2.28,35682,2.31,2.16,2.36,11,10.0,NasdaqGM,CHF,2.34,226250,198520,0.68999994,0.41071427,1.68 - 4.84,-2.4700003,-0.5103306,1.68,4.84,,1666958401.0,NGM,AC Immune SA,AC Immune SA,finmb_22309440,America/New_York,EST,us_market,2.37,,,,,,,,
ACIW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-2.2564888,25.99,-18000000,False,1677677400.0,1677677400.0,0.0,0.0,1.39,1.23,1.35,19.251852,112374000.0,10.585,25.2594,0.73060036,0.0289239,24.50755,1.4824505,0.060489543,2920600320.0,21.130081,2.4553614,15,0,1.8 - Buy,False,False,793636200000.0,2,0.0,1676668886.0,25.99,0.0,-0.6000004,1676667604,26.54,25.8733 - 26.54,25.8733,800512,26.59,25.55,27.13,8,8.0,NasdaqGS,USD,26.54,955157,456840,6.3099995,0.32063004,19.68 - 34.58,-8.590002,-0.24840952,19.68,34.58,,1677677400.0,NMS,"ACI Worldwide, Inc.","ACI Worldwide, Inc.",finmb_35695,America/New_York,EST,us_market,25.99,,18.697842,ACI Worldwide,,,,,
ACLS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-4.218384,121.93,-18000000,False,1683057600.0,1683576000.0,0.0,0.0,5.39,7.03,5.82,20.95017,32848600.0,20.359,98.8644,23.065598,0.23330538,72.1829,49.7471,0.68918127,4005229824.0,17.344238,5.988998,15,0,2.0 - Buy,False,False,963322200000.0,2,0.0902162,1676681582.0,122.04,0.110001,-5.3700027,1676667604,127.0,118.5 - 127.0,118.5,1158281,127.3,116.0,121.85,8,9.0,NasdaqGS,USD,127.0,489481,739580,75.520004,1.6272357,46.41 - 129.71,-7.7800064,-0.05998,46.41,129.71,,1675949400.0,NMS,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc.",finmb_416350,America/New_York,EST,us_market,121.93,,22.621523,Axcelis,,,,,
ACLX,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-1.3559309,29.1,-18000000,False,,,0.0,0.0,-15.502,-1.63,-4.46,-6.524664,47332200.0,5.389,31.036,-1.9359989,-0.06237914,21.2533,7.8467007,0.3691992,1377367040.0,-17.85276,5.399889,15,0,1.4 - Strong Buy,False,False,1643985000000.0,2,0.0,1676668889.0,29.1,0.0,-0.39999962,1676667604,29.67,28.75 - 29.67,28.75,422183,29.5,28.25,31.75,10,9.0,NasdaqGS,USD,29.66,607457,349910,23.065,3.8218727,6.035 - 35.26,-6.159998,-0.17470217,6.035,35.26,,,NMS,"Arcellx, Inc.","Arcellx, Inc.",finmb_312283010,America/New_York,EST,us_market,29.1,2022-02-04,,Arcellx,,,,,
ACMR,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-3.6015346,12.58,-18000000,False,1677243600.0,1677243600.0,0.0,0.0,0.57,0.85,0.79,15.92405,54373500.0,10.814,10.498,2.0819998,0.19832347,12.6599,-0.07989979,-0.0063112495,748010560.0,14.799999,1.1633068,15,0,2.5 - Buy,False,False,1509629400000.0,2,-0.55643636,1676681466.0,12.51,-0.069999695,-0.47000027,1676667604,13.09,12.18 - 13.09,12.18,864825,13.05,12.0,12.61,8,8.0,NasdaqGM,USD,12.99,804677,735350,7.12,1.3040292,5.46 - 27.93,-15.35,-0.54958826,5.46,27.93,,1677243600.0,NGM,"ACM Research, Inc.","ACM Research, Inc.",finmb_380776488,America/New_York,EST,us_market,12.58,,22.070175,ACM Research,,,,,
ACNB,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,0.6971352,39.0,-18000000,False,1682512200.0,1682944200.0,1.06,0.027368963,4.15,,,,8515120.0,28.777,38.5284,0.47159958,0.01224031,34.99385,4.0061493,0.11448152,332089664.0,,1.3552489,15,0,,False,False,765466200000.0,2,0.0,1676668886.0,39.0,0.0,0.27000046,1676667605,39.385,38.7362 - 39.385,38.7362,13887,38.73,30.0,61.96,10,8.0,NasdaqCM,USD,38.9,10478,8330,10.6,0.37323946,28.4 - 41.28,-2.2799988,-0.05523253,28.4,41.28,1678838400.0,1674742020.0,NCM,ACNB Corporation,ACNB Corporation,finmb_246951,America/New_York,EST,us_market,39.0,,9.39759,ACNB,,,,,
ACNT,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,2.9783387,11.41,-18000000,False,1679914740.0,1680264000.0,0.0,0.0,2.93,,,,10202300.0,13.146,10.3298,1.0802002,0.10457126,13.42985,-2.0198498,-0.15040003,116408240.0,,0.8679446,15,0,,False,False,322151400000.0,2,0.0,1676667623.0,11.41,0.0,0.32999992,1676667605,11.41,11.001 - 11.41,11.001,21153,11.08,4.44,15.97,11,8.0,NasdaqGM,USD,11.39,26395,7060,3.29,0.4051724,8.12 - 19.2,-7.790001,-0.4057292,8.12,19.2,1544572800.0,1667944800.0,NGM,Ascent Industries Co.,Ascent Industries Co.,finmb_306302,America/New_York,EST,us_market,11.41,,3.8941977,Ascent Industries,Synalloy Corporation,2023-02-17,,,
ACON,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,2.8737993,0.741,-18000000,False,,,0.0,0.0,-7.12,-0.42,-2.21,-0.3352941,7821520.0,0.375,0.62464,0.11636001,0.18628332,0.94075,-0.19975,-0.2123306,5795746.0,-1.7642858,1.976,15,0,2.0 - Buy,False,False,1650634200000.0,4,0.09446652,1676668271.0,0.7417,0.00069999695,0.020699978,1676667605,0.8525,0.66 - 0.8525,0.66,103622,0.7203,0.656,0.7417,8,10.0,NasdaqCM,USD,0.71,47418,55830,0.361,0.95,0.38 - 4.05,-3.3090003,-0.81703705,0.38,4.05,,,NCM,"Aclarion, Inc.","Aclarion, Inc.",finmb_108179695,America/New_York,EST,us_market,0.741,,,Aclarion,,,,,
ACOR,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.31867522,0.9129,-18000000,False,1678186740.0,1678708800.0,0.0,0.0,-8.219,-0.96,,,24337800.0,3.114,0.7964,0.11649996,0.14628322,0.5784,0.33449996,0.57831943,22217976.0,-0.9509375,0.2931599,15,0,2.0 - Buy,False,False,1139581800000.0,4,-4.6993065,1676673712.0,0.87,-0.042899966,0.0028999448,1676667600,0.95,0.8814 - 0.95,0.8814,102154,0.91,0.87,0.9149,31,8.0,NasdaqGS,USD,0.9,218098,124210,0.6529,2.511154,0.26 - 2.29,-1.3771,-0.6013537,0.26,2.29,1609718400.0,1667334600.0,NMS,"Acorda Therapeutics, Inc.","Acorda Therapeutics, Inc.",finmb_24246,America/New_York,EST,us_market,0.9129,,,Acorda Therapeutics,,,,,
ACQR,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.09812831,10.18,-18000000,False,,,0.0,0.0,0.31,,,,49590900.0,-0.303,10.12016,0.059840202,0.00591297,9.93941,0.2405901,0.024205672,631043968.0,,-33.59736,15,0,,False,False,1621603800000.0,2,,,,,-0.009999275,1676667570,10.18,10.175 - 10.18,10.175,14079,10.19,10.17,10.19,10,13.0,NasdaqCM,USD,10.18,510962,94540,0.49000072,0.05056767,9.69 - 10.825,-0.6449995,-0.059584253,9.69,10.825,,,NCM,Independence Holdings Corp.,Independence Holdings Corp.,finmb_702788911,America/New_York,EST,us_market,10.18,2021-04-29,32.83871,Independence,,,,,
ACRS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,0.38226444,13.13,-18000000,False,1677072600.0,1677504600.0,0.0,0.0,-1.36,-1.69,-1.37,-9.583941,66683200.0,3.297,15.5416,-2.4116,-0.15517065,15.3517,-2.2216997,-0.1447201,875550400.0,-7.7692304,3.9824083,15,0,1.4 - Strong Buy,False,False,1444138200000.0,2,0.0,1676668889.0,13.13,0.0,0.05000019,1676667604,13.33,12.97 - 13.33,12.97,581220,13.08,12.77,13.15,13,8.0,NasdaqGS,USD,13.18,515883,983270,3.29,0.33434957,9.84 - 18.958,-5.828,-0.3074164,9.84,18.958,,1667908807.0,NMS,"Aclaris Therapeutics, Inc.","Aclaris Therapeutics, Inc.",finmb_216879819,America/New_York,EST,us_market,13.13,,,Aclaris Therapeutics,,,,,
ACRV,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-6.130434,21.59,-18000000,False,,,0.0,0.0,,-3.52,-6.45,-3.347287,20884900.0,-25.418,14.8408,6.7492,0.4547733,14.541693,7.0483074,0.48469648,450904992.0,-6.133523,-0.8493981,15,0,1.7 - Buy,False,False,1668522600000.0,2,3.47383,1676667624.0,22.34,0.75,-1.4099998,1676667605,23.99,21.5085 - 23.99,21.5085,46042,23.0,14.0,36.64,10,8.0,NasdaqGM,USD,22.55,23144,54520,10.689,0.98055226,10.901 - 25.47,-3.8799992,-0.15233605,10.901,25.47,,,NGM,"Acrivon Therapeutics, Inc.","Acrivon Therapeutics, Inc.",finmb_652690313,America/New_York,EST,us_market,21.59,2022-11-15,,Acrivon Therapeutics,,,,,
ACRX,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,0.0,1.55,-18000000,False,1678273140.0,1678708800.0,0.0,0.0,6.14,-2.93,6.95,0.22302158,8198110.0,3.676,2.109,-0.559,-0.26505455,3.7758,-2.2258,-0.589491,12707070.0,-0.52901024,0.42165396,15,0,2.5 - Buy,False,False,1297434600000.0,4,-3.2258,1676667968.0,1.5,-0.05,0.0,1676667600,1.67,1.45 - 1.67,1.45,138462,1.55,1.54,1.82,10,12.0,NasdaqGM,USD,1.54,167018,173650,0.099999905,0.06896545,1.45 - 9.6,-8.05,-0.8385416,1.45,9.6,,1668461400.0,NGM,"AcelRx Pharmaceuticals, Inc.","AcelRx Pharmaceuticals, Inc.",finmb_33172220,America/New_York,EST,us_market,1.55,,0.252443,AcelRx Pharmaceuticals,,,,,
ACST,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-1.0445347,0.63,-18000000,False,1676397600.0,1676397600.0,0.0,0.0,-0.458,-0.49,-0.38,-1.6578947,44612800.0,2.245,0.6056,0.024399996,0.040290613,0.72095,-0.09095001,-0.126153,28345526.0,-1.2857143,0.2806236,15,0,1.5 - Strong Buy,False,False,1328625000000.0,4,0.0,1676679964.0,0.63,0.0,-0.0066500306,1676667481,0.6499,0.6 - 0.6499,0.6,78253,0.63665,0.607,0.63,18,30.0,NasdaqCM,USD,0.63,232959,84190,0.29,0.85294116,0.34 - 1.35,-0.72,-0.53333336,0.34,1.35,,1676397600.0,NCM,"Acasti Pharma, Inc.",Acasti Pharma Inc.,finmb_47663822,America/New_York,EST,us_market,0.63,,,Acasti Pharma,,,,,
ACTG,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.0,4.36,-18000000,False,1680093000.0,1680525000.0,0.0,0.0,0.48,-0.04,,,43474600.0,6.687,4.0924,0.26760006,0.065389514,4.32715,0.032850266,0.0075916634,189549264.0,-109.00001,0.6520114,15,0,,False,False,1040049000000.0,4,,,,,0.0,1676667605,4.42,4.33 - 4.42,4.33,104351,4.36,4.33,4.41,9,8.0,NasdaqGS,USD,4.37,238295,210290,1.0600002,0.32121217,3.3 - 5.3,-0.94000006,-0.1773585,3.3,5.3,1448841600.0,1668096000.0,NMS,Acacia Research Corporation,Acacia Research Corporation,finmb_4058466,America/New_York,EST,us_market,4.36,,9.083334,Acacia Research,,,,,
ACVA,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,1.1796657,11.15,-18000000,False,1677099600.0,1677099600.0,0.0,0.0,-0.58,-0.55,-0.68,-16.397058,117669000.0,3.159,9.2508,1.8991995,0.2053011,8.402025,2.7479744,0.32706097,1764097280.0,-20.272726,3.529598,15,0,1.7 - Buy,False,False,1616592600000.0,2,4.7533693,1676671968.0,11.68,0.5300007,0.12999916,1676667604,11.31,10.83 - 11.31,10.83,1239157,11.02,10.55,11.1,8,8.0,NasdaqGS,USD,11.12,1044036,1089270,5.0499997,0.8278688,6.1 - 15.7,-4.55,-0.28980893,6.1,15.7,,1677099600.0,NMS,ACV Auctions Inc.,ACV Auctions Inc.,finmb_290035001,America/New_York,EST,us_market,11.15,2021-03-24,,ACV Auctions,,,,,
ACXP,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.8236869,3.6599,-18000000,False,1668432600.0,1668432600.0,0.0,0.0,-1.487,-1.2,-1.19,-3.075546,11592600.0,0.842,3.8608,-0.20090008,-0.05203587,3.505575,0.15432501,0.04402274,42427756.0,-3.0499165,4.3466744,15,0,2.0 - Buy,False,False,1624627800000.0,4,,,,,0.029899836,1676667595,3.6699,3.52 - 3.6699,3.52,33322,3.63,3.53,3.66,8,29.0,NasdaqCM,USD,3.6,30157,22410,1.3299,0.5707726,2.33 - 4.85,-1.1901,-0.24538144,2.33,4.85,,1668432600.0,NCM,"Acurx Pharmaceuticals, Inc.","Acurx Pharmaceuticals, Inc.",finmb_558025934,America/New_York,EST,us_market,3.6599,2021-06-25,,Acurx Pharmaceuticals,"Acurx Pharmaceuticals, LLC",2023-02-17,,,
